what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066777078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066779094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470066820327
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470066826511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066828556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066838855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066852932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066937086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470066938797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066940355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066945565
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066946194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066946483
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470066947103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066947241
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066961212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470066965073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470066966535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470066967930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066981932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066982135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066982303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066982494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066982681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470066982838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470066987607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067001425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470067006008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067011049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067012070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470067023141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470067029276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067065094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067065828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470067069767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470067076184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067078378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067084295
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067086516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470067103794
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470067109116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067110842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067225780
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067228278
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470067228490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067231951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067276509
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067277275
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067277581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067279373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067468511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470067474735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470067479402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470067492974
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470067496328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067497887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067511500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067514944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067654057
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067655945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470067657642
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470067675450
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067675793
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067676027
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470067678671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067678948
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470067680962
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470067681278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470067694172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069053976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069059532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069061148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069061220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069066924
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470069067682
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1470069069203
